"spo","w_1_rpomAlone","w_2_rpomAlone","w_3_rpomAlone","w_4_rpomAlone","w_1_vib","w_2_vib","w_3_vib","w_4_vib","w_1_mari","w_2_mari","w_3_mari","w_4_mari","w_1_CC","w_2_CC","w_3_CC","w_4_CC"
"SPO2229",1,1,0.99,0.95,0.9,1.1,0.87,0.99,0.99,1.1,0.87,0.93,0.91,0.98,0.91,0.9
"SPO2230",1.1,1.4,1,1.1,0.98,1.4,1.1,0.82,0.92,1.2,1.1,1.1,1.1,1.3,1.1,1
"SPO2231",NA,1.1,1.2,1,NA,0.82,1.3,0.85,NA,1,1.1,1.1,NA,1.3,0.95,0.93
"SPO2232",0.69,0.84,0.89,1.1,1,0.83,1,0.74,0.92,0.85,1,0.87,0.85,1,1.2,0.98
"SPO2233",1.1,1.2,0.97,1.1,1,1.1,0.89,1,1,1.1,0.99,1.1,0.95,1.1,1.1,1
"SPO2234",0.9,1.4,1,0.95,0.95,1.2,1.1,1,1.1,1.2,1.1,1.1,1,1.2,1.2,1.2
"SPO2235",0.51,0.82,0,0,0,0.85,0.76,0.53,0,0,0.68,0,0.78,0.85,0,0
"SPO2236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2237",1.1,1.1,1.2,0.47,0.79,0.91,1.2,0.95,0.84,1.1,1.2,0.73,1,1.1,1.3,1.3
"SPO2238",1.4,1.4,1.1,1.1,1.3,1.2,1.2,1.1,1.3,1.2,1.1,1.1,1.3,1.2,1.2,0.96
"SPO2239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2240",0.38,0,0.4,0.85,0.66,0,0,0,0,0.63,0.36,0.47,0,0.74,0,0.8
"SPO2241",0.17,0.36,0.21,0.3,0.55,0,0.53,0.38,0.61,0.6,0.43,0.66,0,0.69,0.61,0.28
"SPO2242",0.41,0.18,0.15,0,0.28,0.62,0.43,0.72,0.47,0.7,0.4,0.25,0.75,0.66,0.44,0.67
"SPO2243",0.97,0.97,0.96,1,0.97,1,1,1,0.98,1,0.99,1,0.94,0.98,0.94,1
"SPO2244",0.98,0.93,0.96,0.96,1,0.97,0.95,0.96,0.99,0.97,0.99,0.95,0.97,0.96,0.99,0.93
"SPO2245",0.94,0.97,0.97,0.96,0.93,0.98,1,0.91,1,0.93,1,1,0.96,0.9,0.95,0.93
"SPO2246",1,0.99,1.1,1.1,1.1,0.95,0.93,1.1,1.2,0.97,1,1.1,1.2,1,1,1.1
"SPO2247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2248",1.1,0.69,1,0.77,1.2,1.1,1.1,1.1,0.92,0.83,0.87,0.92,0,1.2,0.97,0
"SPO2249",NA,NA,0.95,0.46,NA,1.4,0.45,0,NA,1.2,0.98,0.94,NA,NA,0.95,0.82
"SPO2250",1,0.97,0.97,0.99,1.1,1.1,0.95,1,1,1,0.96,1,1,1.1,1,0.98
"SPO2251",0.79,0.97,0.83,0.8,0.7,0.57,0,0.62,0.8,0.95,0.79,0.65,0,1.3,1.1,0.99
"SPO2252",1,0.98,0.8,1.1,1.2,0.95,0.86,0.9,1.2,0.96,0.88,0.83,1.1,0.98,1,0.94
"SPO2253",0.87,1,0.68,1.1,0.88,1.1,0.88,1.1,0.83,1.1,0.87,1.2,0.8,1.1,0.46,0.8
"SPO2255",1.2,1.2,0.66,1.1,1.2,1,0.78,0.97,0,1.1,0.73,1.2,0.92,1.1,0,0
"SPO2256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2257",1.4,0.96,0.61,1.1,1.1,1.1,0.92,0,NA,1,0.72,1.1,1.3,1,0,0.71
"SPO2258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2260",NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,1.3,1.1,NA
"SPO2261",1.9,0.76,1.1,0,1.6,0.97,1.1,0.99,1.7,0.84,1.1,0.94,1.5,0.51,1.2,0.79
"SPO2262",NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA
"SPO2264",0.95,1.1,1.2,1.1,1,1.1,1.2,1.1,1.1,1,1.1,1,1.1,1,1.1,1
"SPO2266",0.85,1,0.91,1.1,0.9,1.1,0.95,1.1,1.1,1.1,0.91,1.1,1.2,0.98,0.91,1.1
"SPO2267",0.65,1.2,1.1,1.1,0.96,1.2,1.1,0.82,0.97,1.2,0.95,0.68,0.74,1.1,1.1,1
"SPO2268",1,1,0.9,1.1,1,1,0.8,0.85,0.95,1.1,0.97,0.88,1,1.1,0.94,0.72
"SPO2269",0.99,0.81,1,0.62,0.9,1,0.83,1.2,0.86,0.89,1,1,1,0.93,1,1.1
"SPO2270",1.2,1.2,1.2,1.2,1,1.1,1.1,1.2,1,1.2,1.1,1.1,1.1,1.2,1.1,1.1
"SPO2271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2272",0.91,1,0.96,1,1,0.96,1.1,1.1,0.85,1,1.1,1.1,0.9,0.91,0.88,0.9
"SPO2273",0.81,0.73,0.94,0.89,0.77,1.1,0.82,0.95,0.8,1.1,0.77,1,0.96,1,0.86,0.92
"SPO2275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2277",0.87,1.2,0.92,0.96,0.69,1.1,1,0.95,0.89,1.2,0.93,0.93,0.88,1,0.83,0.97
"SPO2278",0.97,0.95,1,0.99,0.99,0.98,0.98,0.99,0.99,1,1,1,0.98,0.96,1,0.98
"SPO2279",0.96,0.96,0.98,0.97,0.96,1.1,0.89,0.97,0.99,0.97,0.94,0.94,1,0.91,0.94,0.92
"SPO2280",1.1,0.99,1.1,1,1.2,0.9,0.9,0.92,1.1,0.81,0.95,0.87,1.1,0.88,1,0.82
"SPO2281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2283",0.97,0.96,1.2,0.89,0.92,1,1.1,1,0.99,0.98,0.98,0.99,1.1,1,1.1,0.86
"SPO2284",1.1,0.99,1,0.96,1,0.92,1.1,0.95,1.1,0.91,1.1,1,0.92,1,1.1,0.94
"SPO2285",0.96,1,0.82,1.2,0,1.1,1.3,0.86,0.93,1.2,1,1,0.94,1.1,1.1,1.1
"SPO2286",0.92,0.98,0.98,1,1,1,1,1.1,0.97,1,1.1,1.1,1.1,1,1,1.1
"SPO2287",1.1,0.99,1,0.95,1.1,1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
"SPO2288",1.1,1.1,1.2,1.1,1,1.1,1.1,1.1,1,1.1,1.1,1.1,1,1.1,1,1
"SPO2289",0.93,1.1,1.1,1.1,1,1.1,1.1,1.1,1.1,1,1.1,1,0.93,1.1,1.1,1
"SPO2290",1,1.1,1,1.1,1,1.1,1,1,1,1.1,1,1.1,1.1,1,0.99,1
"SPO2292",1.3,0.73,0.79,1.2,0.59,0.7,0.88,0.87,0.87,0.89,1,0.87,0.86,0.87,1.1,1
"SPO2293",0.99,0.98,1,1.1,1,1,1,1,0.97,1,1,1.1,0.96,0.99,0.93,1
"SPO2294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2296",1.1,0.88,0.71,1.1,0.74,0.82,0.77,1.2,0.97,0.8,0.95,0.92,1,0.72,0.97,1.1
"SPO2297",1,1.1,1,0.83,0.84,1.3,1,0.94,1.1,0.94,0.92,0.81,0.96,1,1.1,1.1
"SPO2298",0.8,0.92,1.1,0.98,1.1,0.83,1.1,1,0.98,1.1,1.2,0.84,1.1,0.94,1,0.99
"SPO2299",0.85,1,1,0.98,0.95,0.99,0.91,0.9,0.93,1.1,1.1,1,0.96,0.97,1.1,1
"SPO2301",1.4,0.97,1.1,1.2,1.3,0.93,0.94,1,1.3,0.92,1,1.1,1.2,0.86,0.93,1
"SPO2302",1.1,1,1.1,1,1.1,0.97,1.1,1,1.1,0.99,1,1,1.2,1.1,1,1
"SPO2303",NA,0.46,NA,NA,NA,0,NA,NA,NA,0.77,NA,NA,NA,0.84,NA,NA
"SPO2304",1,1.3,1.1,0,0.99,0.89,1.2,0.93,1,0.73,1.2,0.72,0.67,0.84,1.3,1.2
"SPO2306",NA,NA,NA,1.8,NA,NA,1.6,NA,NA,NA,NA,NA,NA,1.3,1.4,1.6
"SPO2307",1.2,1.2,1.2,1.1,1.1,1.1,1.2,1.1,1.1,1.1,1.1,1.1,1,1.2,1.2,0.94
"SPO2308",1.2,1,0.78,1,1.1,0.88,0.96,1,1.1,1.1,0.99,0.88,0.96,1.1,0.66,1
"SPO2309",0.99,1,0.94,0.96,0.99,0.86,0.63,1.1,1,0.96,0.98,1,1,0.79,0.96,0.86
"SPO2310",0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA
"SPO2311",0,NA,NA,NA,0.45,NA,NA,NA,0.49,NA,NA,NA,0,NA,NA,NA
"SPO2312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2313",NA,1.1,1,1.1,1.5,1.3,1,0.7,1.3,1.2,0.88,0.95,NA,1,0.71,0.76
"SPO2314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2318",0.94,1.1,0.99,1.2,0.91,0.97,1,1.1,0.93,1,1.1,1,0.96,0.87,0.84,1.1
"SPO2319",0.88,0.98,0.91,1.2,0.89,0.97,1.1,1.1,0.96,0.97,1,1.1,0.96,0.96,0.95,1.1
"SPO2320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2323",1,1,0.99,1,1.1,0.98,1,1,1.1,1,0.96,1.1,1.1,1,1,1
"SPO2324",0.96,NA,0,0.8,0.38,NA,0.62,0.85,0.75,NA,0.93,0.88,0.89,NA,0,0.92
"SPO2325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2326",0.94,1.2,1.2,0.91,0.96,1.2,0.94,1.1,0.96,0.88,0.89,0.95,0.97,1.2,0.84,0.74
"SPO2327",1,0.88,1,0.99,0.93,0.95,1,0.85,0.87,0.86,0.94,1,0.94,0.86,0.87,0.95
"SPO2328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2330",1.3,1,1,1.1,0.44,0.9,NA,1,1,0.93,1.3,1.2,1,0,1.3,1.2
"SPO2331",1.1,1.1,1.2,1,1,1.1,1.1,1,1,1.1,1,1.1,1,1.2,1.1,1.1
"SPO2332",1,1.1,1,1.1,0.98,1.1,0.98,1.1,1,1.1,1,1,0.98,1,1.1,1.1
"SPO2333",1.1,1.3,0.96,1.1,1.1,1.2,1,1,1.1,1.3,0.95,1,1.2,1.2,1,1.1
"SPO2334",1.1,1,1,1.1,0.9,1,0.97,0.98,0.97,0.91,0.92,0.95,1.2,1.1,1,0.91
"SPO2335",0.91,1.1,0.94,0.86,0.98,1.1,0.9,1,1.1,1,0.92,1.1,0.91,1.1,0.9,0.96
"SPO2336",0.96,1.1,1.1,1,0.96,0.97,1.1,1.1,1,1.1,1.1,1.1,0.8,1.1,1,0.95
"SPO2337",1.2,1.1,1.3,1.1,1.1,0.89,1.2,0.79,1.2,1.1,1,0.96,1.1,1.1,1,1
"SPO2338",1,0.95,1.1,1,1.1,0.92,0.93,0.87,1.1,0.99,1,0.97,1.1,0.97,1.1,0.96
"SPO2339",1.3,1.2,0.86,1.2,1.1,0.99,0.99,1,1,1.1,1,0.97,1,0.99,0.91,0.84
"SPO2340",0,0,0.47,0.19,0.64,0.56,0.51,0.49,0.61,0.26,0.56,0.39,0.74,0.8,0.6,0.78
"SPO2341",1.1,1.1,1.1,1,1.1,0.88,0.87,0.79,0.98,0.92,0.94,0.98,0.93,1,1.1,1.1
"SPO2341a",1,0.9,0.93,0.92,0.95,1,0.93,0.7,0.89,0.95,0.93,0.91,0.62,1,0.79,0.92
"SPO2342",1.1,0.95,1,1,1.1,1,1,1,1.1,0.98,1,1.1,1,0.96,1,1.1
"SPO2343",1,1,1,1,0.98,1,1.1,0.98,0.99,1,1,0.98,0.97,0.96,1,0.98
"SPO2344",1.1,1.2,1.1,0.94,1,1.2,1,0.96,1.1,1.2,1,1,1,1.1,0.98,1
"SPO2345",1.1,1.1,1.1,1,1,1.1,1,1,1,1.1,1.1,1.1,1,1.2,1.1,1.1
"SPO2346",0.9,0.78,1.1,1.2,0.78,0.83,1.2,1.1,0.92,1.1,1,0.88,0.84,0.98,1.1,1
"SPO2347",1.2,1.1,1.1,1.1,0.9,1,1.1,1.1,0.96,1.1,1.1,1.1,0.99,1.2,1.2,1.1
"SPO2348",0.98,0.94,1,1.1,1,1,0.96,0.99,1.1,1.1,0.98,1.2,1.1,0.97,0.92,1.2
"SPO2349",0.72,1.2,0.49,NA,0.75,0.39,1.1,NA,0.52,0.91,0.93,NA,0,0.95,0.69,NA
"SPO2350",1.2,0.83,0.77,0.81,0.84,1,0.64,0.71,0.94,0.87,0.74,0.84,0.49,0.99,0.94,0.65
"SPO2351",0.98,0.83,1.2,1,1.2,0.94,1.3,0.97,1.1,0.91,1.2,1,1.1,0.98,1.3,1
"SPO2352",1.2,0.92,0.8,0.82,1.2,0.76,0.97,0.86,1.1,0.8,0.82,0.93,0.89,0.84,0.99,0.92
"SPO2353",0.9,0.91,1,0.96,0.95,0.88,1,0.91,0.98,0.96,0.97,0.91,0.91,0.96,1,0.87
"SPO2354",0.79,0.59,0.38,0.89,0.92,0.75,0.52,0.87,0.71,0.89,0.89,1,0.52,0.79,0.72,0.83
"SPO2355",0.41,0.46,0.56,0.56,1,1,0.85,0.83,0.74,0.8,0.57,0.74,0.91,0.94,0.81,0.82
"SPO2356",0.78,1.4,1.2,0.83,1.1,0.65,1.1,0.96,0.97,1.2,1.2,0.78,0.85,1.1,1.1,1.1
"SPO2357",NA,0.85,0.12,0.84,NA,1,0.7,0.69,NA,0.99,0.68,0.49,NA,0,0.45,0.82
"SPO2358",0.98,1.1,0.72,0.99,1,1,0.98,0.95,0.97,1,0.88,0.91,1,0.99,1,1
"SPO2359",0.65,0.3,0.54,0.87,0.89,0.91,0.81,0.83,0.81,0.86,0.7,0.49,0.8,0.9,0.74,0.95
"SPO2361",1,1,0.97,0.93,0.9,0.91,0.97,0.82,0.93,0.91,0.84,0.85,0.92,1.1,0.97,1.1
"SPO2362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2363",1.3,0.99,1.1,0.54,1.5,0.91,0.82,0.87,1.2,0.91,0.8,0.87,1.3,0.87,0.84,0.82
"SPO2364",1.1,1.3,0.97,1,0.89,1.2,0.93,1.1,0.93,1.2,0.98,0.99,0.88,1.2,1.1,0.97
"SPO2365",0.9,1,0.85,0.97,0.85,0.97,0.96,0.72,0.79,0.87,0.99,0.93,0.86,1,0.85,0.99
"SPO2366",0.91,1.1,0.92,0.82,0.98,0.68,1,0.83,1.2,0.96,0.88,0.85,0.94,0.93,1.1,0.89
"SPO2367",1.3,0.95,0.94,1.1,1.3,0.92,1.2,1.1,1.2,0.91,1,1.1,0.57,0.8,0.84,1
"SPO2368",0.8,1.1,0.86,0.89,0.98,1.1,0.94,1,0.94,1,0.91,0.93,0.87,1,1,0.98
"SPO2369",0.91,1.1,0.98,0.97,0.98,1,0.86,0.92,0.92,1,0.98,0.97,0.76,1,0.93,0.96
"SPO2370",0.95,1,1.1,1.1,1,0.99,1.1,1.1,1,1,1,1,1,1,1.1,1
"SPO2371",1.1,0.93,1.1,1.1,0.91,0.9,1.1,1,1,0.9,1.1,1.1,0.97,0.95,1.2,1.1
"SPO2372",1.1,1.1,0.97,0.95,1,1.1,1,0.95,0.98,1,0.89,0.97,1.1,1,0.94,0.9
"SPO2373",1,0.96,1,0.98,1,1,1.1,1,1.1,1,1,1,0.69,0.97,0.97,0.86
"SPO2374",0.95,1,1,0.93,0.99,0.85,0.85,0.95,1,0.93,0.95,0.95,0.99,0.94,0.98,0.93
"SPO2376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2377",0.94,0.76,0.9,0.95,0.92,0.74,0.91,1,0.88,0.71,0.83,0.88,0.82,0.93,0.84,1.1
"SPO2378",0.9,0.96,0.93,0.89,0.97,0.9,0.9,0.93,0.99,0.93,0.94,0.97,0.96,0.93,0.95,0.85
"SPO2380",0.94,0.94,0.92,0.99,0.97,0.84,0.95,0.98,0.97,0.9,0.89,1,0.9,0.94,0.87,0.96
"SPO2381",0.84,0.9,0.87,0.83,0.92,0.99,0.76,1.1,0.88,0.94,0.81,0.91,1,0.78,0.78,1
"SPO2382",0.89,0.79,0.76,1.1,0.95,0.86,0.74,0.96,0.86,0.91,0.88,0.91,1,0.8,0.84,1.1
"SPO2383",1.3,1.1,0.95,1.1,1.2,1.2,0.96,0.86,1.1,1.1,0.93,0.62,1.4,1.4,0.96,1
"SPO2384",0.89,1,0.93,0.86,1.1,0.82,1.1,0.95,1.1,0.85,0.97,0.84,0.96,0.97,1,0.93
"SPO2385",1.1,0.95,0.97,1,1,1.1,0.83,0.97,1,1,0.95,1,1,0.99,0.93,0.99
"SPO2386",0.76,0.87,0.82,1.4,1.1,1,0.71,0.84,0.8,0.91,0.83,NA,0.52,0.96,0.7,1.2
"SPO2387",1.1,0.97,1,0.96,1,0.9,0.7,0.98,1,0.82,0.88,0.93,1,0.92,1.1,1
"SPO2388",1.2,0.87,0.75,0,0.9,0.38,0.97,0.86,1.3,0.86,0.91,0.73,0.84,0.77,0.81,0.9
"SPO2389",1.1,1.1,0.87,1.1,1.1,1,0.99,1,1.1,1,0.97,1,1.1,1,0.91,1
"SPO2390",1,0.99,0.8,1,0.84,1,0.82,0.86,0.93,0.97,0.74,0.94,0.99,1,0.83,1
"SPO2392",0.61,0.71,0.84,0.91,0.82,0.72,0.91,0.88,0.92,0.8,0.95,0.92,0.94,0.6,1.1,0.7
"SPO2393",0.98,1.2,1.1,0.79,0.86,1.2,0.98,0.98,0.89,1.1,1.1,0.98,0.95,1,1.1,0.72
"SPO2394",1.1,1.3,0.67,0.53,1.1,1.5,0.85,0.81,0.77,1.3,1,1,0.9,1.2,0.81,0.94
"SPO2395",1.5,1.2,0.64,1.1,1.3,NA,0,0.96,1.5,1.5,0.94,1.1,1.2,1.4,0.57,0.91
"SPO2396",0.86,0.79,0.92,0.93,0.96,0.92,0.91,0.93,0.94,0.78,0.99,0.94,1,0.75,0.97,0.86
"SPO2397",1,1,1,1.1,0.97,1,1,0.95,1,0.99,0.96,1,1.1,0.89,0.99,1
"SPO2398",0.92,1,0.81,0.9,0.96,0.95,0.89,0.84,0.97,1,0.94,0.85,0.84,1,0.82,0.75
"SPO2399",0.75,0.84,0.91,0.94,1,0.91,0.94,0.67,0.98,0.67,0.84,0.94,0.91,0.73,0.92,0.96
"SPO2400",0.91,1.2,0.98,0.74,0.85,1,1,0.92,0.97,1.1,0.89,0.92,0.89,1.1,0.97,0.94
"SPO2401",0.92,0.91,0.89,0.93,0.95,0.96,0.89,0.91,0.98,0.91,0.9,0.96,0.96,0.93,0.91,0.95
"SPO2403",0.77,0.53,1.1,0.83,0.85,0.63,1.1,0.87,0.98,0.69,0.96,0.88,0.86,0.75,1.2,0.89
"SPO2405",0.97,0.87,0.8,1.1,0.91,1,0.87,0.89,1,0.86,0.8,0.96,1.1,1,0.79,1.1
"SPO2406",1,1.1,0.85,1,0.81,0.96,0.5,0.96,0.98,1,0.91,0.94,0.99,1,0.88,0.85
"SPO2407",0.65,NA,1.3,1.3,0.75,1.4,1.4,1.2,0.65,1.4,1.2,1.3,0.74,1.5,0.98,1
"SPO2408",0,0.86,NA,1.1,0,0,1.4,0.74,0.95,0.85,NA,0.62,1.1,0,NA,0.44
"SPO2409",1,1,1.1,1,1.1,0.95,1,0.99,1.1,1,1,1,1.2,0.74,1,0.84
"SPO2410",0.82,1.1,0.87,1.2,0.86,1,0.91,1.2,1,0.92,0.93,0.94,0.91,0.92,0.94,1.1
"SPO2411",1,1.1,0.94,1.3,0.98,0.88,1.2,1,0.83,1.1,1.1,1.2,1,1.1,0.94,1.1
"SPO2412",1,1.1,1.6,1.1,0,1,NA,0.99,0.87,1.1,1.5,0.86,1,0,NA,0.81
"SPO2413",1,1,0.98,0.76,0,0.94,1.2,0.86,1.1,1.2,1,0.95,1.1,1.2,0.9,0.79
"SPO2414",1,1,0.97,0.66,1,0.97,0.94,0.85,1,0.98,0.92,0.86,0.98,0.87,1,0.89
"SPO2415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2416",1.3,0.81,1.1,0.92,1,0.58,0.92,0.97,1.2,0.83,1.1,0.83,1,0.68,1.1,1
"SPO2417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2418",0.83,0.95,0.97,0.81,0.96,0.9,1.1,0.9,0.97,1,0.98,0.9,0.76,1.1,0.97,0.75
"SPO2419",1,0.98,0.99,1.2,1.2,1,0.79,1.1,0.98,0.87,0.89,1,1,0.93,0.94,0.94
"SPO2420",1.5,1.1,1.1,0.67,1.2,1,1.2,0.81,1.1,0.95,0.98,1,1.3,1.1,0.92,0.89
"SPO2421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2422",0.83,1.2,NA,0.73,0.96,1.3,1.3,1.2,1.1,1.4,NA,0.96,1.3,1.1,1.4,1
"SPO2423",1.3,0.83,0.93,0.71,1,0.64,0.93,0.98,1.1,0.79,0.99,0.95,1,1,1.1,1
"SPO2424",0.66,0.76,1.3,0.71,0.98,0.86,1.3,0.81,0.76,0.92,1.2,1.1,0.93,1.1,1.2,0.77
"SPO2425",1.3,1.2,1,0.95,1.4,1.1,1.1,1.2,1.1,1.4,1.2,1.1,NA,1.3,1.2,1.3
"SPO2426",0.83,1,0.87,1.2,0.81,0.97,0.9,1.2,1,1.1,0.83,1,0.69,0.9,0.84,1.2
"SPO2427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2428",0.94,0.88,0.72,1,1.1,0.96,0.54,1,0.81,0.83,0.9,0.53,0.75,0.93,0.77,0.92
"SPO2429",1.2,0.83,1.1,1.2,0.74,1,1,1.2,1.1,0.89,1,1,1,0.74,0.83,1.2
"SPO2430",0.95,1,0.93,0.9,1,0.96,1.1,0.9,1,0.97,1,0.98,1,0.94,0.97,0.87
"SPO2431",1,1.1,1.3,0.69,0.73,1,1.1,0.96,1,1,1,0.78,0.89,1.3,0.74,0.86
"SPO2432",1.3,1.5,0.7,0.92,0.87,1.2,0.78,0.97,0,1.3,0.76,0.56,1.2,1.2,0.77,0.64
"SPO2433",1,0.85,0.6,0.79,1.2,1,0.89,1,1.2,0.89,0.97,0,1.1,0.99,0.91,0.69
"SPO2434",0.86,0.9,1,0.96,0.92,0.84,1,0.93,0.91,1,0.91,1,0.95,0.87,0.86,0.89
"SPO2435",0.94,0.89,0.98,0.88,1.1,0.92,0.95,0.98,1,0.86,0.96,1,1,0.9,0.93,0.98
"SPO2436",1.1,0.91,0.94,1.1,1.1,0.94,0.91,0.98,0.94,0.91,0.87,1,1,0.83,0.87,0.9
"SPO2437",1.3,1,1.1,0.96,1,1.1,1,1.1,1.2,0.96,1,1,1.3,0.74,1.2,1.2
"SPO2438",NA,NA,0.82,1.1,NA,1.2,0,0,NA,1.2,0.88,0.88,NA,1.3,1,0.81
"SPO2439",1.1,0.96,0.89,0.9,0.99,0.95,0.91,0.86,0.89,0.92,0.92,0.92,1.1,0.98,0.84,0.92
"SPO2440",1.4,0.79,0.62,0.96,1.3,1.2,1.1,0.78,1.4,1.1,0.94,0.88,1.2,1.2,1.1,0.82
"SPO2441",0.8,0.7,0.86,0.98,1.1,0.79,0.87,1.1,1,0.98,0.79,1,0.95,0.87,0.95,1
"SPO2442",0.84,0.93,0.88,0.99,0.98,0.95,0.91,0.99,0.96,0.79,0.95,0.89,0.94,0.91,0.89,0.84
"SPO2443",0,1.4,0.65,0.77,0.91,1.2,0.92,0.99,0,1.1,0.65,0.94,0.81,1,0.84,0.69
"SPO2444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2445",1.1,1.2,1,1.2,1,1.1,0.87,1.1,1.1,1.1,1.1,1.1,0.89,1.1,0.9,1.2
"SPO2446",1.1,1,0.99,0.98,0.98,0.92,0.95,0.95,1.1,0.98,0.97,0.99,1,1,0.93,0.96
"SPO2447",1.1,0.76,1.4,0.79,0.78,0.8,1.2,0.68,0.97,0.93,1.2,0.8,0,0.89,1.4,0.54
"SPO2448",1.1,1,1.1,1.2,0.81,1.1,1,1,0.9,0.95,1.1,1.1,1,1,1.1,1
"SPO2449",1.1,0.96,1.1,1.2,1.2,1,1,1.2,1.2,1.1,1,0.94,1.2,1,1,1
"SPO2450",1,0.78,0.79,1.2,0,1.1,0.63,1.1,1,1,0.83,0.93,1.2,1.2,0.88,1.1
"SPO2451",1.4,1.1,1,0.68,1.2,0.91,1,0.87,1.1,1.1,0.99,0.92,1.3,1,0.88,1
"SPO2452",1,1.3,0.91,1.9,0,1,1.2,NA,0.91,1.3,1.1,NA,0,1.2,1.1,NA
"SPO2453",0.93,1.1,0.83,1.2,0.88,1.1,0.94,1,0.91,1.2,0.99,1.2,1.1,1.1,1,1
"SPO2454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2458",0.66,0,1,0.87,0.6,0.88,0.94,0.89,0.89,0.82,1,0.75,0.58,0.55,0.87,1
"SPO2459",NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2460",0.49,0,1,NA,0,0.98,NA,NA,0.72,0,NA,NA,0,0,NA,NA
"SPO2461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPO2463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
